0x018E Name: HEX_REMOVE_FACTORY_ITEM                      flags: 0x50200128
0x018F Name: HEX_ASSIGN_RESOURCE_ITEM                     flags: 0x5020017D
0x0190 Name: HEX_ASSIGN_HEADQUARTERS                      flags: 0x100001BC
0x0191 Name: DECLINE_COD_MAIL                             flags: 0x100001BF
0x0192 Name: EXPIRE_COD_MAIL                              flags: 0x100001A6
0x0193 Name: GET_PLAYER_BY_NAME                           flags: 0x100001B1
0x0194 Name: AGENCY_APPLICATION                           flags: 0x100001E1
0x0195 Name: MAIL_INVENTORY_UPDATE                        flags: 0x10000112
0x0196 Name: HEX_ZONE_OPEN_CLOSE                          flags: 0x10000201
0x0197 Name: INVENTORY_UPDATE                             flags: 0x100001DC
0x0198 Name: CLAIM_PROMOTION                              flags: 0x50200177
0x0199 Name: HEX_BID_CANCEL                               flags: 0x005C
0x019A Name: INSTANCE_WITHDRAW                            flags: 0x30000152
0x019B Name: MARSHAL_CHANNEL                              flags: 0x01CD
0x019C Name: BATTLE_INVITATION                            flags: 0x01DB
0x019D Name: AGENCY_UPDATE_EVENT                          flags: 0x01CC
0x019E Name: GSC_UPDATE_EULA                              flags: 0x300001C6
0x019F Name: PLAYER_COMMAND                               flags: 0x0147
0x01A0 Name: LOAD_PROFANE_WORDS                           flags: 0x0146
0x01A1 Name: HEX_BID_CLEAR                                flags: 0x0145
0x01A2 Name: AGENCY_KICKED                                flags: 0x0142
0x01A3 Name: HEX_BID_WON                                  flags: 0x10000141
0x01A4 Name: SET_INVITE_FLAGS                             flags: 0x1000013E
0x01A5 Name: GET_INVITE_FLAGS                             flags: 0x013F
0x01A6 Name: POST_MOVE_HQ                                 flags: 0x50200148
0x01A7 Name: HEX_GET_FULL_ACA                             flags: 0x0149
0x01A8 Name: ACA_FULL_UPDATE                              flags: 0x0140
0x01A9 Name: CHECK_INSTANCE_SERVER_HEALTH                 flags: 0x0144
0x01AA Name: INSTANCE_READY                               flags: 0x0143
0x01AB Name: DROP_SERVER                                  flags: 0x013D
0x01AC Name: UPDATE_REFERENCES                            flags: 0x1000014A
0x01AD Name: FRIEND_UPDATE                                flags: 0x1000016A
0x01AE Name: FRIEND_GET_LIST                              flags: 0x20000175
0x01AF Name: GET_ALLIANCE_STATS                           flags: 0x200001BD
0x01B0 Name: GET_COMBAT_LOG                               flags: 0x0090
0x01B1 Name: POST_ZONE_COMPLETE                           flags: 0x3000001E
0x01B2 Name: PIXEL_DUMP                                   flags: 0x502001FF
0x01B3 Name: HEX_GIVE_OWNERSHIP                           flags: 0x0057
0x01B4 Name: HEX_GIVE_TO_TIMER                            flags: 0x5020008E
0x01B5 Name: HEX_OWNERSHIP_ACCEPT                         flags: 0x008F
0x01B6 Name: HEX_OWNERSHIP_POST_TO                        flags: 0x00F5
0x01B7 Name: HEX_GIVE_OWNERSHIP_REQUEST                   flags: 0x5020014F
0x01B8 Name: HEX_ASSIGN_DEFENSIVE_SHIELDS                 flags: 0x01F6
0x01B9 Name: GET_ALL_LANGUAGES                            flags: 0x00A7
0x01BA Name: MATCH_LAUNCH_TIMEOUT                         flags: 0x502001C3
0x01BB Name: HEX_ABANDON                                  flags: 0x00A1
0x01BC Name: POST_DEFENSIVE_RECALC                        flags: 0x30000084
0x01BD Name: RECEIVED_LOOT_ITEM                           flags: 0x200001C0
0x01BE Name: GET_AGENCY_INV_LOG                           flags: 0x6000017F
0x01BF Name: POST_LIMITED_AUCTION_ITEMS                   flags: 0x017E
0x01C0 Name: SEND_ALL_TO_MAP                              flags: 0x01C5
0x01C1 Name: PLAYER_GAME_UPDATE                           flags: 0x0151
0x01C2 Name: GET_ALL_MESH_ASM_AUDIO_GROUPS                flags: 0x01D5
0x01C3 Name: SAVE_LOCATION                                flags: 0x30000182
0x01C4 Name: PLAYER_EMOTE                                 flags: 0x3000018B
0x01C5 Name: SEND_CHARACTER_INVENTORY                     flags: 0x3000005B
0x01C6 Name: QUEST_UPDATE_REQUEST                         flags: 0x0176
0x01C7 Name: GET_ALL_QUESTS                               flags: 0x00A0
0x01C8 Name: GET_QUEST_REQUIREMENTS                       flags: 0x0155
0x01C9 Name: GET_QUEST_PREREQUISITES                      flags: 0x0078
0x01CA Name: GET_ALL_QUEST_GROUPS                         flags: 0x0077
0x01CB Name: GET_QUEST_GROUP_LISTS                        flags: 0x0056
0x01CC Name: QUEST_UPDATE                                 flags: 0x01A4
0x01CD Name: QUEST_ERROR                                  flags: 0x0076
0x01CE Name: GET_QUEST_REQ_OBJECTIVES                     flags: 0x20000075
0x01CF Name: SORT_ACHIEVEMENT                             flags: 0x200001E4
0x01D0 Name: SORT_FLAIR                                   flags: 0x01D4
0x01D1 Name: GET_ACHIEVEMENT_SORT                         flags: 0x00AC
0x01D2 Name: GET_FLAIR_SORT                               flags: 0x300001CF
0x01D3 Name: UPDATE_CHAR_VISUAL_SETTINGS                  flags: 0x01D0
0x01D4 Name: SHUTDOWN                                     flags: 0x0002
0x01D5 Name: SEND_HOST_NAME                               flags: 0x00F4
0x01D6 Name: GET_ALL_LOOT_TABLE_GROUPS                    flags: 0x0108
0x01D7 Name: GET_ALL_LOOT_TABLE_GROUP_ITEMS               flags: 0x0104
0x01D8 Name: HEX_ZONE_SEASON_OPEN_CLOSE                   flags: 0x200000FB
0x01D9 Name: HEX_GET_LEADERBOARD                          flags: 0x0105
0x01DA Name: HEX_ZONE_SEASON_CLEANUP                      flags: 0x008A
0x01DB Name: QUEST_RESET                                  flags: 0x01F9
0x01DC Name: PURGE_MAIL                                   flags: 0x004D
0x01DD Name: GET_TOURNAMENT_LIST                          flags: 0x01E0
0x01DE Name: DEFENSE_ALERT                                flags: 0x0050
0x01DF Name: CLEAR_QUEUE                                  flags: 0x10000048
0x01E0 Name: TEAM_ACCOMPANY_QUEST_MAP                     flags: 0x004C
0x01E1 Name: PROCESS_PURCHASED_ITEMS                      flags: 0x1000004B
0x01E2 Name: NOTIFY_CURRENCY_CHANGE                       flags: 0x3000004A
0x01E3 Name: CURRENCY_UPDATE                              flags: 0x3000004E
0x01E4 Name: SET_TOKEN                                    flags: 0x1000004F
0x01E5 Name: UPDATE_PAYER_LEVEL                           flags: 0x0049
0x01E6 Name: HEX_ZONE_PRODUCTION                          flags: 0x0052
0x01E7 Name: HEX_ZONE_REGION_OPEN_CLOSE                   flags: 0x10000053
0x01E8 Name: PLAYER_UPDATE_CLIENT                         flags: 0x0051
0x01E9 Name: NOTIFY_SALVAGED_ITEMS                        flags: 0x600000A6
0x01EA Name: GET_ITEM_LOWEST_PRICE                        flags: 0x00A4
0x01EB Name: GET_PRODUCTION_PETS                          flags: 0x00A5
0x01EC Name: GET_ALL_PRODUCTION_PET_RESOURCES             flags: 0x0000
0x01ED Name: GM_BANNED_REPLY                              flags: 0x01D3
0x01EE Name: GIVE_AVA_TOKENS                              flags: 0x016D
0x01EF Name: GIVE_PUSHED_ACHIEVEMENT_FACTS                flags: 0x1000017C
0x01F0 Name: BATCH_ADD_INVENTORY_ITEMS                    flags: 0x30000026
0x01F1 Name: CHEAT_REPORT                                 flags: 0x0020
0x01F2 Name: HEX_TERRITORY_LAUNCH_EVENT                   flags: 0x100000A2
0x01F3 Name: CHALLENGE_REQUEST                            flags: 0x0188
0x01F4 Name: CHALLENGE_INVITES                            flags: 0x01E5
0x01F5 Name: CHALLENGE_EXPIRED_INVITE                     flags: 0x30000107
0x01F6 Name: REQUEST_BILBOARD_CONTENT                     flags: 0x30000203
0x01F7 Name: BILBOARD_CONTENT                             flags: 0x01AC
0x01F8 Name: HZPOINT_UPDATE                               flags: 0x10000091
0x01F9 Name: STEAM_TRANSACTION                            flags: 0x00AF
0x01FA Name: GET_ALL_ITEM_PRICES                          flags: 0x00E0
0x01FB Name: GET_ALL_LOOT_TABLE_ITEM_PRICES               flags: 0x0150
0x01FC Name: BOOST_UPDATE                                 flags: 0x010C
0x01FD Name: ACCOUNT_UPGRADE                              flags: 0x010B
0x01FE Name: HOLD_ENTICEMENTS                             flags: 0x010F
0x01FF Name: REGISTER_REMOTE                              flags: 0x10000184
0x0200 Name: PLAYER_LEAVE_GAME                            flags: 0x010A
0x0201 Name: PURCHASED_ACCOUNT_ITEM_INGAME                flags: 0x010E
0x0202 Name: BROADCAST_FUNCTION                           flags: 0x010D
0x0203 Name: UPDATE_QUEST_TIMEFRAMES                      flags: 0x0118
0x0204 Name: COMPLETE_QUEST                               flags: 0x0119
0x0205 Name: PAX_RESET                                    flags: 0x7003011A
0x0206 Name: CHAT_LIST_CHANNEL_MEMBERS                    flags: 0x1189E3D0
0x0207 Name:                                              flags: 0x0000
Press any key to continue . . .
